Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
11450,10,50,1,2,90,2,40,6,7,26,addicted
11451,4,33,2,1,63,0,32,8,3,26,addicted
11452,7,39,4,4,72,2,24,3,5,25,addicted
11453,5,28,2,1,54,1,48,7,4,24,not addicted
11454,4,22,1,1,55,1,29,5,2,28,not addicted
11455,6,31,2,2,57,0,19,3,4,29,addicted
11456,7,18,1,0,47,0,42,4,4,20,not addicted
11457,11,44,5,1,69,1,22,5,7,36,addicted
11458,7,37,0,0,55,1,31,7,5,23,not addicted
11459,4,21,1,0,50,1,19,6,3,24,not addicted
11460,8,32,3,3,77,3,15,5,5,18,addicted
11461,6,22,1,1,51,1,38,7,4,25,not addicted
11462,4,31,1,0,48,1,47,5,3,24,not addicted
11463,10,33,0,4,52,1,38,4,7,26,addicted
11464,9,43,2,0,65,2,33,6,5,30,addicted
11465,8,25,0,1,45,0,53,6,5,29,not addicted
11466,11,37,3,1,69,1,28,5,8,52,addicted
11467,11,40,2,1,60,0,27,6,7,26,addicted
11468,9,39,2,0,74,2,42,2,6,35,addicted
11469,8,25,1,1,47,0,34,8,5,23,not addicted
11470,2,30,0,2,52,2,50,7,0,16,not addicted
11471,9,27,4,3,83,1,23,4,6,17,addicted
11472,10,45,2,3,77,1,18,2,7,35,addicted
11473,10,37,2,2,68,0,40,7,7,34,addicted
11474,9,34,2,2,69,1,36,8,6,26,addicted
11475,7,27,1,0,38,0,30,9,4,28,not addicted
11476,6,36,2,0,75,2,33,3,4,26,addicted
11477,8,46,1,2,60,0,40,3,5,18,addicted
11478,9,31,2,1,80,2,26,5,6,33,addicted
11479,1,36,1,0,50,1,23,8,0,24,not addicted
11480,2,18,2,0,64,0,46,7,1,22,not addicted
11481,12,30,5,1,77,2,44,8,8,25,addicted
11482,9,18,3,2,47,2,24,3,6,32,not addicted
11483,6,17,2,2,58,1,25,5,4,27,not addicted
11484,10,39,1,0,69,0,16,6,7,33,addicted
11485,1,17,0,1,55,1,49,6,0,25,not addicted
11486,1,23,0,0,49,1,24,6,0,32,not addicted
11487,1,23,1,0,49,0,32,7,0,20,not addicted
11488,5,17,2,2,52,0,52,11,4,19,not addicted
11489,12,33,2,0,71,0,22,6,8,25,addicted
11490,11,34,3,2,81,3,25,2,8,28,addicted
11491,6,46,0,1,63,3,26,8,4,32,addicted
11492,12,33,0,3,66,0,20,4,8,27,addicted
11493,7,40,3,0,72,1,43,5,4,27,addicted
11494,11,42,1,3,85,3,36,2,7,31,addicted
11495,6,17,0,0,43,0,27,6,4,23,not addicted
11496,9,30,2,1,54,1,53,5,6,26,not addicted
11497,10,36,1,2,68,0,38,3,7,26,addicted
11498,7,18,0,1,54,1,49,7,5,21,not addicted
11499,6,33,1,2,77,2,15,5,4,35,addicted
11500,5,36,3,2,63,2,28,8,3,29,addicted
11501,2,30,0,0,62,0,33,9,1,24,not addicted
11502,10,41,2,2,70,3,17,5,6,31,addicted
11503,11,39,3,2,77,0,30,7,7,41,addicted
11504,7,31,1,1,53,0,22,6,4,20,not addicted
11505,8,27,1,1,73,2,24,8,5,35,addicted
11506,6,30,0,0,40,1,44,6,4,25,not addicted
11507,7,36,3,0,44,0,40,5,5,19,not addicted
11508,6,27,0,2,92,2,43,4,4,30,addicted
11509,12,23,2,3,70,0,28,6,8,24,addicted
11510,8,26,0,0,45,1,50,9,5,24,not addicted
11511,3,51,3,0,72,3,44,6,2,29,addicted
11512,11,36,3,0,66,1,42,3,8,26,addicted
11513,9,27,1,0,48,1,26,10,6,25,not addicted
11514,8,34,4,2,66,3,43,6,5,32,addicted
11515,12,35,1,3,63,1,17,4,8,34,addicted
11516,7,20,2,0,46,2,22,2,5,29,not addicted
11517,2,21,1,2,46,0,40,7,1,19,not addicted
11518,3,23,1,0,55,0,33,10,2,30,not addicted
11519,7,27,0,1,42,1,30,7,5,18,not addicted
11520,3,30,2,1,42,1,33,3,1,20,not addicted
11521,5,28,3,0,49,1,45,5,4,22,not addicted
11522,3,23,1,1,46,0,28,4,2,25,not addicted
11523,9,29,2,1,74,1,17,6,6,44,addicted
11524,9,32,2,2,66,2,27,7,6,29,addicted
11525,9,25,1,0,66,0,44,11,6,27,not addicted
11526,12,50,2,1,73,2,43,4,8,36,addicted
11527,5,33,1,2,69,1,33,7,3,20,not addicted
11528,8,25,2,0,50,0,27,8,5,21,not addicted
11529,1,23,2,0,44,0,52,7,0,28,not addicted
11530,5,26,1,1,44,0,51,6,4,28,not addicted
11531,11,20,2,1,41,1,22,6,7,34,not addicted
11532,11,36,2,0,76,1,23,6,8,29,addicted
11533,11,36,3,3,73,0,23,6,8,26,addicted
11534,3,23,0,2,61,1,35,8,2,29,not addicted
11535,10,29,3,2,82,0,30,6,6,37,addicted
11536,8,24,1,0,56,0,54,10,5,28,not addicted
11537,9,27,1,0,45,0,30,4,6,28,not addicted
11538,11,28,0,1,64,3,28,5,7,34,addicted
11539,8,36,1,2,61,2,27,7,5,38,addicted
11540,7,29,1,2,85,0,27,6,5,29,addicted
11541,8,27,2,1,68,1,23,8,5,17,not addicted
11542,12,31,1,2,80,2,35,5,8,34,addicted
11543,2,14,1,1,50,1,20,8,1,32,not addicted
11544,3,35,0,1,54,1,34,9,2,19,not addicted
11545,7,24,0,1,52,1,52,8,4,19,not addicted
11546,12,37,2,3,62,1,32,4,8,32,addicted
11547,4,28,2,1,52,0,39,8,3,25,not addicted
11548,3,20,1,1,50,1,29,5,1,25,not addicted
11549,9,32,1,1,55,0,40,7,6,23,not addicted
11550,12,39,1,0,70,3,31,3,8,28,addicted
11551,4,23,2,0,78,1,21,5,3,28,addicted
11552,3,26,0,0,45,0,27,9,2,25,not addicted
11553,2,27,2,1,45,1,31,1,1,24,not addicted
11554,11,38,0,2,70,0,27,5,7,33,addicted
11555,6,28,1,0,46,0,41,5,4,21,not addicted
11556,5,45,2,1,74,0,15,7,3,34,addicted
11557,4,35,1,3,74,0,34,3,3,32,addicted
11558,4,20,1,0,64,0,26,6,3,27,addicted
11559,4,25,1,0,50,1,45,5,3,21,not addicted
11560,6,32,2,4,67,1,35,5,4,26,addicted
11561,4,25,2,0,47,0,40,7,3,22,not addicted
11562,10,26,3,1,68,0,35,3,7,32,addicted
11563,8,38,1,2,60,1,21,5,5,27,addicted
11564,8,26,1,1,69,2,26,4,5,36,addicted
11565,11,35,2,2,65,2,23,6,7,32,addicted
11566,4,25,1,0,52,1,39,8,3,28,not addicted
11567,3,22,0,0,54,1,28,6,2,34,not addicted
11568,8,21,1,0,46,0,23,6,5,22,not addicted
11569,10,35,2,3,74,2,34,4,7,36,addicted
11570,8,31,0,0,79,0,33,5,5,30,addicted
11571,7,38,2,1,48,0,33,8,5,22,not addicted
11572,9,34,1,2,58,3,40,8,6,21,addicted
11573,2,25,1,0,47,0,25,4,1,32,not addicted
11574,3,34,0,2,96,1,38,6,2,24,addicted
11575,2,19,2,0,41,1,21,7,0,30,not addicted
11576,6,27,1,2,78,1,35,7,4,26,addicted
11577,5,30,1,1,71,0,35,3,3,39,addicted
11578,12,31,1,2,72,4,25,5,8,29,addicted
11579,4,27,0,1,65,1,45,4,3,23,not addicted
11580,11,39,5,1,68,1,35,8,8,22,addicted
11581,2,33,2,0,61,1,40,6,0,27,not addicted
11582,3,26,0,0,48,1,41,6,2,23,not addicted
11583,5,37,0,0,69,0,28,5,3,32,addicted
11584,12,29,2,2,79,3,40,8,8,37,addicted
11585,2,23,3,1,45,1,20,7,0,31,not addicted
11586,1,26,0,1,62,0,51,7,0,20,not addicted
11587,10,34,3,0,69,0,32,5,7,27,addicted
11588,6,29,2,2,76,1,42,5,4,25,addicted
11589,5,36,5,1,82,1,18,4,4,31,addicted
11590,5,21,0,0,46,1,33,9,3,25,not addicted
11591,11,35,1,2,58,3,33,4,8,38,addicted
11592,4,24,0,1,48,0,34,4,2,29,not addicted
11593,3,20,1,1,49,2,52,7,1,25,not addicted
11594,4,46,0,0,57,2,41,7,3,21,addicted
11595,8,30,3,2,73,2,21,2,5,29,addicted
11596,3,30,2,1,59,1,33,5,2,16,not addicted
11597,7,34,2,2,75,0,19,8,4,28,addicted
11598,1,34,1,1,60,0,34,3,0,28,not addicted
11599,11,46,0,1,52,1,26,5,8,32,addicted
11600,3,27,1,0,48,1,31,1,2,28,not addicted
11601,5,37,5,3,64,1,22,8,3,21,addicted
11602,5,24,0,0,43,1,38,6,4,29,not addicted
11603,8,27,2,0,49,0,52,4,5,21,not addicted
11604,4,31,4,1,68,1,42,9,3,30,addicted
11605,1,33,0,2,52,1,33,9,0,26,not addicted
11606,11,40,1,0,77,2,23,7,8,30,addicted
11607,3,25,1,1,42,2,23,11,2,18,not addicted
11608,5,24,1,0,53,1,38,4,4,25,not addicted
11609,7,20,0,2,72,2,15,3,5,32,addicted
11610,8,21,2,2,58,0,39,2,5,33,addicted
11611,7,27,2,1,43,1,33,9,4,13,not addicted
11612,8,27,2,1,75,2,15,5,5,26,addicted
11613,9,22,1,0,55,0,44,6,6,27,not addicted
11614,10,45,3,2,81,1,16,5,7,31,addicted
11615,4,27,0,0,51,1,34,9,3,26,not addicted
11616,11,32,5,1,67,2,42,5,8,27,addicted
11617,11,27,1,0,48,0,48,5,7,18,not addicted
11618,12,41,2,0,74,4,35,7,8,33,addicted
11619,11,35,3,2,71,2,43,8,7,28,addicted
11620,4,36,1,0,57,2,41,4,3,21,addicted
11621,7,28,2,0,59,1,42,8,4,28,not addicted
11622,4,26,0,0,48,1,43,7,3,32,not addicted
11623,5,34,1,1,75,0,44,5,4,31,addicted
11624,7,27,1,1,77,1,40,5,4,43,addicted
11625,7,29,2,0,50,1,47,5,5,23,not addicted
11626,4,22,1,0,44,0,45,4,3,34,not addicted
11627,5,30,2,1,43,1,25,4,4,30,not addicted
11628,12,37,3,2,57,2,34,9,8,39,addicted
11629,7,23,2,0,52,1,22,7,4,22,not addicted
11630,11,44,0,2,72,1,33,2,7,33,addicted
11631,6,35,2,1,64,1,40,6,4,31,addicted
11632,11,44,3,2,68,4,20,6,7,28,addicted
11633,5,27,3,2,70,0,15,7,3,39,addicted
11634,6,40,1,2,57,0,37,5,4,31,addicted
11635,9,38,4,1,63,1,35,8,6,27,addicted
11636,8,27,2,1,48,1,23,8,5,29,not addicted
11637,6,33,1,0,55,2,44,10,4,32,not addicted
11638,10,39,0,2,67,2,19,4,7,31,addicted
11639,8,18,1,1,47,0,33,11,5,30,not addicted
11640,12,41,2,2,68,4,15,7,9,37,addicted
11641,6,40,2,2,75,0,33,9,4,32,addicted
11642,11,28,3,2,54,3,39,9,7,29,addicted
11643,2,20,1,0,46,1,38,6,2,29,not addicted
11644,2,24,0,1,58,0,24,7,1,21,not addicted
11645,10,36,3,0,72,1,15,4,6,26,addicted
11646,5,40,3,1,62,0,16,0,3,37,addicted
11647,6,35,1,1,59,1,24,6,4,21,addicted
11648,6,23,2,1,44,0,20,10,4,22,not addicted
11649,3,19,2,1,52,1,30,7,2,20,not addicted
11650,5,31,2,1,53,1,48,3,3,27,not addicted
11651,7,24,1,0,55,1,35,8,5,22,not addicted
11652,12,33,3,3,73,2,19,7,9,43,addicted
11653,8,15,0,1,53,0,44,8,5,24,not addicted
11654,8,18,1,1,52,2,20,4,6,33,addicted
11655,3,26,0,0,63,0,29,5,2,38,not addicted
11656,7,25,0,0,47,1,21,5,4,28,not addicted
11657,2,28,2,0,50,1,27,6,1,25,not addicted
11658,10,37,2,0,63,2,21,10,6,34,addicted
11659,10,23,2,1,56,1,24,5,7,29,not addicted
11660,7,33,0,1,73,0,26,3,5,28,addicted
11661,11,38,2,1,69,0,43,7,8,20,addicted
11662,12,35,5,2,72,3,20,4,8,32,addicted
11663,11,33,3,1,72,1,26,6,8,38,addicted
11664,3,23,0,0,44,1,34,5,2,24,not addicted
11665,12,37,1,0,74,2,30,4,9,21,addicted
11666,12,37,2,2,82,2,31,3,9,30,addicted
11667,7,27,0,2,48,1,28,4,5,27,not addicted
11668,11,35,4,0,70,0,18,9,8,28,addicted
11669,9,37,1,2,75,2,39,7,6,35,addicted
11670,12,36,3,2,65,3,40,8,9,29,addicted
11671,9,41,2,3,60,2,36,3,6,31,addicted
11672,7,25,0,1,64,1,46,8,5,27,not addicted
11673,5,41,1,1,84,1,36,4,3,38,addicted
11674,1,32,2,0,43,1,44,8,0,31,not addicted
11675,1,20,4,0,60,0,53,4,0,23,not addicted
11676,8,36,1,1,67,2,20,9,5,31,addicted
11677,1,22,2,1,47,0,31,9,0,35,not addicted
11678,7,29,0,2,65,3,35,5,5,33,addicted
11679,7,23,2,1,32,0,40,5,5,23,not addicted
11680,4,38,2,1,73,2,30,7,3,29,addicted
11681,1,24,2,0,50,0,49,7,0,20,not addicted
11682,8,37,3,0,69,2,26,6,5,30,addicted
11683,3,21,0,0,60,0,40,4,2,26,not addicted
11684,6,23,0,1,41,1,29,6,4,28,not addicted
11685,2,25,2,1,48,0,29,7,0,29,not addicted
11686,6,43,2,1,60,0,35,4,4,29,addicted
11687,2,25,1,1,41,2,54,6,1,21,not addicted
11688,6,35,3,2,70,1,42,6,4,27,addicted
11689,8,23,0,2,76,0,35,6,5,43,addicted
11690,2,24,1,1,54,0,52,10,1,29,not addicted
11691,3,21,0,1,57,0,46,6,2,21,not addicted
11692,5,22,0,0,39,0,38,5,3,28,not addicted
11693,9,17,0,0,49,0,27,7,6,24,not addicted
11694,2,30,0,0,52,1,41,8,1,31,not addicted
11695,7,20,3,2,43,1,31,7,5,22,not addicted
11696,4,46,1,1,87,2,43,2,3,37,addicted
11697,7,22,2,0,51,0,21,7,5,22,not addicted
11698,8,39,1,1,64,0,34,5,5,28,addicted
11699,1,19,0,0,55,1,32,9,0,36,not addicted
11700,3,17,2,1,47,0,43,4,2,31,not addicted
11701,2,27,1,0,38,0,50,5,0,18,not addicted
11702,5,18,1,1,72,0,18,4,4,20,addicted
11703,12,28,4,2,67,2,35,5,8,35,addicted
11704,12,34,1,1,83,2,29,6,8,27,addicted
11705,3,16,1,0,55,1,50,4,2,23,not addicted
11706,4,34,1,1,85,1,33,7,3,35,addicted
11707,8,19,0,0,53,1,50,7,5,22,not addicted
11708,12,42,2,2,77,1,43,3,8,29,addicted
11709,9,34,1,1,51,1,26,11,6,23,not addicted
11710,5,23,0,1,40,0,35,3,3,20,not addicted
11711,6,29,0,0,48,1,26,8,4,23,not addicted
11712,12,38,3,1,64,2,36,5,8,27,addicted
11713,8,33,4,2,67,0,43,6,5,27,addicted
11714,6,28,2,0,65,2,22,6,4,35,addicted
11715,5,30,3,1,70,0,32,4,4,22,addicted
11716,6,22,2,1,50,1,38,7,4,14,not addicted
11717,4,34,1,0,70,2,26,6,3,29,addicted
11718,11,30,2,3,81,0,30,5,8,33,addicted
11719,10,30,1,2,77,1,36,6,6,24,addicted
11720,4,19,0,0,57,1,53,3,3,21,not addicted
11721,11,32,4,2,59,2,19,5,8,19,addicted
11722,10,27,1,3,67,0,24,4,7,29,addicted
11723,2,19,2,0,57,0,37,7,1,22,not addicted
11724,5,15,0,1,43,1,29,7,3,21,not addicted
11725,10,39,2,1,74,0,21,9,7,29,addicted
11726,5,48,1,2,81,0,34,6,3,37,addicted
11727,3,30,2,2,69,0,38,4,2,26,addicted
11728,7,38,1,1,73,1,17,3,5,21,addicted
11729,8,39,1,1,71,2,25,6,5,35,addicted
11730,11,34,3,0,67,0,23,3,8,27,addicted
11731,7,15,1,0,59,0,45,9,4,31,not addicted
11732,8,27,1,0,58,0,41,9,5,20,not addicted
11733,4,38,1,1,73,0,20,3,3,31,addicted
11734,4,25,1,0,49,0,42,7,3,24,not addicted
11735,1,32,2,1,53,1,33,9,0,29,not addicted
11736,7,26,1,1,47,1,37,8,5,21,not addicted
11737,7,21,2,0,51,0,51,11,4,21,not addicted
11738,4,29,2,2,85,1,28,10,3,24,addicted
11739,11,18,1,2,46,1,42,4,7,29,not addicted
11740,2,21,0,1,48,0,49,7,1,22,not addicted
11741,3,25,2,1,56,0,51,6,2,22,not addicted
11742,1,27,0,0,45,0,22,8,0,24,not addicted
11743,9,30,3,1,50,1,38,5,6,24,not addicted
11744,8,19,0,1,46,0,38,8,5,21,not addicted
11745,2,21,2,0,55,1,53,6,0,37,not addicted
11746,2,31,0,1,55,1,34,8,1,29,not addicted
11747,10,32,1,2,49,2,48,3,7,23,not addicted
11748,4,17,2,2,49,1,51,7,3,22,not addicted
11749,5,28,2,1,57,3,23,6,4,21,not addicted
11750,12,36,3,0,70,2,34,5,8,34,addicted
11751,3,26,1,0,46,2,52,6,1,23,not addicted
11752,7,41,5,1,81,2,31,8,5,32,addicted
11753,9,29,1,1,70,0,36,7,6,28,addicted
11754,5,18,2,1,52,0,33,5,4,22,not addicted
11755,8,34,0,2,71,2,28,5,5,36,addicted
11756,9,29,2,0,70,1,34,3,6,41,addicted
11757,10,51,3,1,62,2,38,6,6,26,addicted
11758,11,22,0,0,76,1,36,9,7,30,addicted
11759,3,35,0,0,45,0,28,11,2,21,not addicted
11760,8,39,4,3,55,2,28,7,5,28,addicted
11761,10,44,3,2,66,1,29,8,6,39,addicted
11762,5,38,1,0,67,0,40,4,4,23,not addicted
11763,6,41,2,2,69,2,36,7,4,36,addicted
11764,11,33,3,0,75,2,33,8,8,24,addicted
11765,3,26,1,0,52,1,36,3,2,21,not addicted
11766,9,34,0,1,75,2,30,7,6,31,addicted
11767,9,26,0,0,43,1,20,10,6,30,not addicted
11768,9,29,2,1,79,2,33,6,6,33,addicted
11769,5,25,0,0,43,0,23,4,4,16,not addicted
11770,7,25,1,0,47,1,21,8,5,22,not addicted
11771,5,25,0,1,45,0,51,7,3,24,not addicted
11772,12,26,3,0,65,2,38,4,8,38,addicted
11773,5,20,2,2,51,2,44,1,3,30,not addicted
11774,8,23,0,1,42,1,48,10,5,24,not addicted
11775,4,22,2,1,42,2,29,9,3,35,not addicted
11776,3,23,1,1,59,1,45,8,2,26,not addicted
11777,11,37,2,1,75,2,16,5,7,25,addicted
11778,7,21,2,0,53,0,49,7,5,25,not addicted
11779,5,19,0,2,45,2,53,7,4,25,not addicted
11780,4,36,3,1,76,2,23,6,3,36,addicted
11781,4,30,0,0,64,0,33,6,3,23,not addicted
11782,7,37,2,2,62,2,15,10,5,38,addicted
11783,7,41,2,2,76,2,24,7,5,39,addicted
11784,4,22,2,1,49,0,38,6,3,22,not addicted
11785,11,40,2,0,64,1,39,9,7,32,addicted
11786,5,41,1,1,67,3,29,5,4,25,addicted
11787,3,25,0,1,54,0,41,10,2,16,not addicted
11788,5,23,0,1,44,1,35,8,3,27,not addicted
11789,11,39,3,5,73,0,35,6,7,34,addicted
11790,1,32,1,2,46,0,37,5,0,28,not addicted
11791,10,30,1,3,66,4,22,9,6,26,addicted
11792,10,23,2,1,59,1,31,5,6,25,not addicted
11793,3,31,2,2,59,1,35,5,2,30,addicted
11794,11,38,2,0,74,1,31,5,7,28,addicted
11795,2,27,2,0,50,0,47,7,1,24,not addicted
11796,10,29,4,3,81,1,34,6,7,31,addicted
11797,4,22,2,1,61,1,54,7,3,30,not addicted
11798,7,25,2,0,44,2,41,7,4,17,not addicted
11799,10,29,3,1,79,0,26,6,7,37,addicted
11800,8,30,3,2,65,2,37,4,5,31,addicted
11801,11,31,0,2,69,1,31,4,8,33,addicted
11802,11,30,1,2,61,0,38,4,8,32,addicted
11803,4,32,1,0,43,1,31,7,3,25,not addicted
11804,1,25,0,2,50,1,28,5,0,25,not addicted
11805,6,35,2,1,70,1,36,4,4,33,addicted
11806,4,28,1,0,46,0,34,7,3,23,not addicted
11807,4,31,0,0,57,2,32,8,3,28,not addicted
11808,6,33,3,2,71,0,44,6,4,30,addicted
11809,8,40,3,0,78,2,16,7,5,38,addicted
11810,5,22,1,1,42,1,21,6,4,20,not addicted
11811,5,38,1,1,79,1,16,6,4,36,addicted
11812,1,30,1,1,39,0,30,7,0,24,not addicted
11813,10,37,1,0,53,1,23,7,6,24,not addicted
11814,11,30,1,3,59,0,43,4,7,25,addicted
11815,6,25,2,1,50,0,45,8,4,23,not addicted
11816,8,40,2,1,59,1,43,5,5,29,addicted
11817,11,25,1,0,69,1,17,7,7,30,addicted
11818,11,20,1,1,58,2,38,9,7,22,not addicted
11819,8,48,0,1,76,2,23,7,5,26,addicted
11820,6,30,1,1,44,1,52,5,4,23,not addicted
11821,5,35,2,2,60,1,20,2,4,22,addicted
11822,8,35,3,1,69,0,30,6,5,26,addicted
11823,12,54,1,2,66,3,43,4,8,29,addicted
11824,7,26,1,1,41,0,38,6,5,15,not addicted
11825,2,34,3,2,44,1,43,5,0,28,not addicted
11826,8,23,2,0,41,0,44,2,5,28,not addicted
11827,12,43,1,1,82,2,20,2,9,35,addicted
11828,7,25,2,0,54,1,23,6,5,30,addicted
11829,3,28,1,0,45,1,33,6,2,18,not addicted
11830,9,34,0,2,69,1,23,6,6,27,addicted
11831,2,25,0,0,40,0,45,4,1,31,not addicted
11832,2,28,1,0,45,1,33,4,1,35,not addicted
11833,4,19,1,2,40,0,22,8,3,20,not addicted
11834,4,23,1,0,46,0,50,6,3,23,not addicted
11835,11,39,3,2,60,2,31,6,7,34,addicted
11836,6,25,0,2,48,0,35,5,4,16,not addicted
11837,6,33,1,2,57,1,30,4,4,29,addicted
11838,5,29,1,3,73,2,42,3,3,31,addicted
11839,2,19,2,0,59,1,31,6,1,22,not addicted
11840,2,23,2,0,49,0,51,6,0,20,not addicted
11841,7,22,5,1,68,1,23,7,5,25,addicted
11842,2,29,2,0,52,0,48,5,1,31,not addicted
11843,6,28,0,1,51,0,33,7,4,23,not addicted
11844,4,30,4,2,92,2,40,6,3,26,addicted
11845,8,24,2,1,46,0,36,3,5,16,not addicted
11846,8,31,2,1,69,2,37,4,5,32,addicted
11847,9,34,1,0,65,2,43,5,6,38,addicted
11848,8,18,1,2,51,1,44,5,6,24,not addicted
11849,3,23,3,2,53,0,31,6,2,25,not addicted
11850,11,37,1,2,39,1,28,2,7,27,addicted
11851,4,31,3,2,75,0,29,6,3,27,addicted
11852,10,28,1,0,46,0,43,6,6,30,not addicted
11853,12,29,1,0,83,1,30,5,8,20,addicted
11854,10,40,1,1,55,3,42,7,7,31,addicted
11855,1,26,2,0,53,0,31,8,0,28,not addicted
11856,9,29,1,3,78,1,33,7,6,22,addicted
11857,12,34,1,2,93,1,22,6,8,37,addicted
11858,9,38,3,1,77,0,15,6,6,30,addicted
11859,1,34,0,1,47,1,38,6,0,26,not addicted
11860,10,33,2,3,58,2,23,4,6,24,addicted
11861,3,36,1,2,90,1,40,8,2,36,addicted
11862,11,37,0,0,64,0,34,3,7,21,addicted
11863,10,16,3,0,53,1,36,7,6,29,not addicted
11864,6,26,3,2,62,1,28,6,4,38,addicted
11865,4,33,1,1,66,1,40,5,3,24,addicted
11866,8,19,1,1,38,1,25,6,5,24,not addicted
11867,5,31,3,1,74,2,32,2,4,33,addicted
11868,2,30,0,1,43,0,37,9,0,32,not addicted
11869,6,38,1,1,78,1,39,7,4,35,addicted
11870,3,25,1,0,52,1,47,10,1,25,not addicted
11871,7,37,2,2,68,0,24,4,5,26,addicted
11872,11,38,2,0,68,2,27,8,7,35,addicted
11873,5,27,1,1,70,1,26,7,4,23,not addicted
11874,12,29,2,1,62,1,30,8,9,30,addicted
11875,10,49,1,2,71,2,30,8,7,29,addicted
11876,6,46,3,1,63,3,24,4,4,23,addicted
11877,10,46,1,0,74,3,26,5,7,26,addicted
11878,4,32,0,1,62,2,35,4,3,28,addicted
11879,2,25,0,0,58,2,44,7,1,25,not addicted
11880,3,26,0,1,61,1,43,5,2,29,not addicted
11881,1,31,0,0,54,0,43,3,0,32,not addicted
11882,1,21,1,1,45,2,20,9,0,28,not addicted
11883,8,34,0,1,68,3,35,6,5,26,addicted
11884,8,37,1,2,77,2,43,6,5,21,addicted
11885,6,31,3,4,88,0,41,6,4,24,addicted
11886,8,22,0,2,47,1,28,3,5,35,not addicted
11887,2,27,2,0,41,0,23,9,1,19,not addicted
11888,3,21,3,2,50,0,44,8,2,33,not addicted
11889,3,31,2,2,86,2,30,7,2,24,addicted
11890,7,38,3,1,61,2,41,6,5,32,addicted
11891,7,36,3,2,66,2,25,8,4,35,addicted
11892,11,41,4,3,80,1,18,3,8,26,addicted
11893,4,32,1,0,51,1,48,5,3,26,not addicted
11894,7,30,2,1,76,3,25,5,5,41,addicted
11895,9,29,2,1,52,0,24,3,6,25,not addicted
11896,9,38,3,0,65,1,24,6,6,33,addicted
11897,11,33,1,0,69,1,31,7,7,18,addicted
11898,11,35,3,2,74,1,37,4,8,34,addicted
11899,2,15,1,1,57,0,53,6,0,25,not addicted
11900,8,43,1,0,63,1,37,3,5,24,addicted
11901,3,18,1,0,77,2,35,6,2,26,not addicted
11902,7,22,2,1,52,0,45,6,5,14,not addicted
11903,5,22,0,0,48,0,26,5,4,26,not addicted
11904,4,20,3,1,67,1,41,8,3,19,not addicted
11905,3,27,2,0,42,2,41,9,1,20,not addicted
11906,8,26,3,0,54,0,40,8,5,31,not addicted
11907,10,16,0,0,71,0,47,7,7,25,not addicted
11908,9,33,0,0,49,0,21,7,6,18,not addicted
11909,4,25,1,0,51,0,39,8,3,33,not addicted
11910,9,26,4,0,71,0,44,3,6,35,addicted
11911,2,19,0,1,44,0,46,13,1,23,not addicted
11912,4,30,1,0,51,1,49,7,3,26,not addicted
11913,5,43,4,0,81,0,33,6,4,33,addicted
11914,4,25,1,2,51,0,27,6,3,20,not addicted
11915,11,33,2,0,68,1,27,4,7,27,addicted
11916,2,27,1,1,52,1,35,4,0,31,not addicted
11917,6,19,2,1,46,0,43,5,4,21,not addicted
11918,8,38,2,2,70,2,32,2,5,28,addicted
11919,7,21,0,0,48,1,51,7,5,31,not addicted
11920,10,25,0,3,77,0,35,4,6,38,addicted
11921,9,41,0,1,64,1,29,2,6,32,addicted
11922,6,24,3,0,68,0,36,9,4,21,addicted
11923,3,25,2,1,41,0,42,5,2,22,not addicted
11924,10,26,1,0,67,1,22,4,7,40,addicted
11925,4,28,1,1,52,1,49,4,3,32,not addicted
11926,3,31,0,0,53,1,33,8,1,27,not addicted
11927,6,44,1,1,75,1,31,5,4,27,addicted
11928,2,17,1,2,55,1,47,4,1,18,not addicted
11929,4,32,1,0,81,0,18,2,3,26,addicted
11930,2,29,2,1,34,0,26,4,1,14,not addicted
11931,7,21,2,1,38,0,45,7,4,29,not addicted
11932,6,29,0,0,57,0,47,7,4,32,not addicted
11933,8,25,1,2,61,1,52,8,5,26,not addicted
11934,6,29,1,0,44,1,52,9,4,21,not addicted
11935,2,20,1,0,49,0,29,7,1,21,not addicted
11936,8,26,0,0,54,0,22,6,5,21,not addicted
11937,3,29,0,1,59,1,23,4,2,23,not addicted
11938,9,22,2,0,53,1,34,8,6,32,not addicted
11939,5,36,2,3,78,0,17,8,3,32,addicted
11940,6,38,1,0,69,0,18,6,4,24,addicted
11941,11,37,2,2,65,2,27,9,7,26,addicted
11942,8,34,0,1,60,0,33,3,5,21,not addicted
11943,8,24,2,1,45,2,54,6,5,17,not addicted
11944,5,36,1,2,66,0,40,4,3,41,addicted
11945,1,19,0,1,57,0,35,7,0,29,not addicted
11946,8,33,4,1,69,2,25,7,5,21,addicted
11947,5,26,1,0,43,0,32,8,4,30,not addicted
11948,5,24,0,2,44,1,34,6,4,25,not addicted
11949,4,34,4,1,55,0,41,5,3,31,addicted
11950,8,22,1,1,52,0,28,10,5,23,not addicted
11951,8,23,2,0,54,1,24,6,6,20,not addicted
11952,4,15,4,0,58,1,24,6,3,25,not addicted
11953,5,23,1,1,48,0,49,5,4,23,not addicted
11954,7,30,0,3,69,0,44,1,5,31,addicted
11955,10,37,0,2,86,1,16,2,7,41,addicted
